MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,stock_type,fetch_time
"地铁屏蔽门及服务,幕墙系统及材料",80,4,101109,0,4.02,3.29,20260622,3.12,0.86,-4.34,38.55,24.26,1.07,0.08,50.48,0.00,-1.64,-4.45,2.14,-5.53,-2.17,-0.00,-3.49,6.21,-12.44,3.76,-10.92,-1603.00,-751.76,18186.00,31407.00,93338.00,100800.00,14695,28118,0.00,0.00,0.27,409900.03,0.00,45.96,1216.00,8951.24,26377.66,0.00,0.00,0,1,0,0,-2,2,3.72,4.73,3.34,5.18,0.00,0.66,34.18,-7.60,-7.53,0.00,0.69,0,0,0,0,0,55652.16,40.99,2492.60,2532.38,104013.63,34798.97,0.00,2949,0,20260602,0,0,20170807,20160801,20260428,20260602,20250407,20260602,0,000055.SZ,stock,2026-06-22 22:02:03
出售投资性房地产,12,0,50709,0,1.75,1.59,20260622,4.07,0.78,0.00,20.69,15.82,0.24,0.03,5.22,0.62,4.79,-0.60,-4.00,1.74,-4.89,38.89,3.55,-1.13,-12.94,9.38,-43.18,-91.94,1609.09,82296.00,0.00,393635.00,112327.00,4145,8679,531.70,0.08,-2.99,1066100.00,0.00,88.66,5309.00,4624.45,16557.16,0.00,0.00,0,5,2,1,1,15,1.73,3.42,1.25,4.78,0.00,0.55,-16.01,-0.72,-0.74,0.00,0.00,0,0,0,0,0,72260.63,106.61,-4251.32,124.85,11956.27,753.05,0.00,564,0,0,0,0,20180910,20150909,20260429,20260615,20260611,20260611,0,000056.SZ,stock,2026-06-22 22:02:03
物业经营管理与城市服务,90,0,40904,0,7.29,5.97,20260622,0.88,1.31,-11.29,81.51,65.19,1.42,0.09,82.09,0.00,-0.15,-2.07,-1.02,-3.78,-6.36,-12.43,-19.27,-15.02,-29.43,-8.57,-17.55,-48.44,-444.68,4268.00,9587.00,48837.00,42000.00,13209,28579,0.00,0.00,-0.15,33800.00,0.00,60.77,899.00,5548.47,15349.54,0.00,0.00,0,1,0,0,-4,2,6.75,12.28,6.41,6.80,0.00,0.63,82.47,117.63,116.76,0.36,4.00,0,0,0,0,0,28857.62,3.38,2606.69,628.02,87687.88,1733.59,0.00,7186,0,0,0,0,20220715,20170306,20260428,20251023,20250407,20251024,0,000058.SZ,stock,2026-06-22 22:02:03
原油加工及石油制品,77,2,90110,0,4.42,3.62,20260622,1.71,0.94,-24.86,65.74,65.74,0.61,0.04,64.03,0.25,2.24,-2.66,-5.28,-3.97,-11.23,-12.74,-20.96,-21.86,-23.18,-7.23,-23.75,825.74,330.82,24264.00,23603.00,197374.00,97502.00,24546,48256,0.00,0.00,-1.00,650700.00,0.00,88.85,2172.00,10544.64,40323.82,0.00,0.00,0,1,0,0,1,0,4.17,6.90,3.90,5.38,0.00,0.23,37.05,-3.65,-4.67,0.00,0.67,0,0,0,0,0,84709.38,65.07,3672.63,1541.35,445451.21,46210.14,0.00,6769,0,0,0,0,20180102,20141231,20260428,20240412,20250407,20230330,0,000059.SZ,stock,2026-06-22 22:02:03
"铅锌冶炼产品,铜冶炼产品",80,3,101408,0,8.81,7.21,20260622,10.02,1.57,0.00,391.27,391.26,0.09,0.03,350.46,0.00,9.99,0.50,-0.62,16.53,18.26,16.38,10.81,52.42,50.59,14.27,97.98,65040.27,53631.19,174303.00,0.00,3869798.00,884585.00,223019,340643,8568.25,0.02,2.25,19353800.00,300.00,1908.93,23742.00,201870.11,773861.43,0.00,0.00,0,1,1,1,2,2,8.15,9.22,4.32,8.00,0.00,1.66,19.42,44.37,34.46,0.69,1.96,0,0,0,0,0,310605.57,1935.38,49538.20,7863.70,423932.42,93836.76,0.00,10459,0,0,0,0,20180704,20170704,20260430,20260522,20260202,20260202,0,000060.SZ,stock,2026-06-22 22:02:03
市场配套服务,100,4,131301,0,6.45,5.27,20260622,1.14,1.14,-17.01,116.32,105.15,1.67,0.10,199.42,0.34,0.00,0.34,-3.63,-3.78,-5.64,-10.26,-21.02,-27.20,-43.05,-9.29,-9.01,-744.25,-588.49,8722.00,26246.00,98465.00,112561.00,18743,37754,0.00,0.00,-0.68,735600.00,0.00,2.34,40.00,16158.98,38332.27,0.00,0.00,0,1,0,0,0,7,5.95,10.86,5.70,8.38,0.00,0.47,21.54,31.23,26.87,1.02,1.35,0,0,0,0,0,70877.73,73.56,7704.29,274.54,132477.72,63844.88,0.00,4828,0,0,0,0,20260330,20250930,20260428,20251215,20220422,20251112,0,000061.SZ,stock,2026-06-22 22:02:03
电子元器件交易分部,89,4,101212,0,35.27,28.85,20260622,5.66,1.16,0.26,329.46,329.14,0.98,0.38,1215.27,0.00,-1.75,0.98,1.73,9.49,-6.41,-9.04,-11.37,20.69,28.47,8.10,29.79,-21244.33,-23939.26,15114.00,51186.00,181375.00,180159.00,131470,235246,0.00,0.00,0.75,12723000.00,0.00,469.07,1491.00,193103.58,519963.55,0.00,0.00,0,1,0,0,-1,9,31.53,40.13,22.62,11.40,0.00,1.54,41.00,72.43,60.07,1.56,4.80,0,0,0,0,0,31701.12,1272.30,20580.45,2445.06,212293.30,24091.28,0.00,1951,0,0,0,0,20181112,20151112,20260429,20260602,20250407,20260602,0,000062.SZ,stock,2026-06-22 22:02:03
运营商网络,90,11,120208,0,41.68,34.10,20260622,7.29,1.44,-20.93,1588.25,1588.09,1.40,0.28,12175.56,0.16,4.06,0.66,-0.95,8.48,0.77,10.63,1.94,23.02,4.20,7.38,25.14,104765.34,84596.25,85305.00,364310.00,770975.00,918056.00,442574,768936,0.00,0.00,0.48,48170500.00,300.00,1865.25,4985.00,827011.12,2535569.61,0.00,0.00,0,1,0,0,2,2,38.04,55.85,30.55,6.81,0.00,1.25,35.98,32.26,40.50,1.08,2.46,0,0,0,0,0,306868.10,4817.05,93617.60,490648.17,2883419.96,1397711.67,12695.60,65095,0,20251212,0,0,20221110,20211110,20260425,20260528,20251211,20260528,0,000063.SZ,stock,2026-06-22 22:02:03
工程建设与服务,85,4,90110,0,13.55,11.09,20260622,3.33,0.93,-1.30,143.90,120.80,0.99,0.14,404.28,0.08,0.57,-3.45,3.32,8.11,1.06,2.82,-6.77,-3.12,0.57,2.23,28.40,144.29,-816.33,13386.00,24487.00,125886.00,136930.00,30859,60951,0.00,0.00,-2.44,4019500.00,0.00,547.93,4311.00,38209.46,121269.15,0.00,0.00,0,1,0,0,1,3,12.42,16.23,9.35,3.98,0.00,0.86,32.57,19.78,21.78,1.11,1.29,0,0,0,0,0,46557.28,401.95,11094.81,1533.28,491706.73,223233.20,0.00,3812,0,0,0,0,20200110,20260202,20260427,20260324,20250407,20250219,0,000065.SZ,stock,2026-06-22 22:02:03
计算产业,75,3,101008,0,19.62,16.06,20260622,8.67,1.44,23.82,596.13,596.08,1.14,0.34,4461.36,0.11,3.59,0.17,7.29,19.15,8.38,-11.70,-19.97,28.87,28.24,3.82,27.89,28684.80,15448.02,85938.00,200960.00,701249.00,861346.00,340694,579894,0.00,0.00,0.39,39122600.00,500.00,3271.65,18738.00,573918.62,1545627.85,0.00,0.00,0,1,0,0,5,7,17.38,25.74,13.53,6.58,0.00,1.31,-178.23,-1032.72,2852.61,0.00,5.45,0,0,0,0,0,193127.46,3912.26,-9715.54,27011.63,339160.65,75784.39,0.00,12980,0,20241228,0,0,20250221,20220209,20260429,20260507,20260514,20260514,0,000066.SZ,stock,2026-06-22 22:02:03
"工程建设,建筑材料",42,0,100204,0,3.60,2.94,20260622,3.13,0.85,7.02,32.01,32.01,1.05,0.12,67.99,0.31,-2.75,-4.66,0.29,-8.09,-10.68,2.58,-3.35,0.95,-5.91,1.27,-4.79,-1106.38,-375.06,15073.00,35727.00,185891.00,159403.00,19755,39499,0.00,0.00,0.31,956100.00,0.00,23.73,694.00,13323.74,34938.50,0.00,0.00,0,1,0,0,-2,3,3.34,4.22,2.89,5.45,0.00,0.28,-44.06,-31.50,-31.26,0.00,5.47,0,0,0,0,0,57333.44,95.61,-1845.40,243.18,4058.49,1954.76,0.00,377,0,0,0,0,20180123,20150121,20260428,20260608,20250407,20260608,0,000068.SZ,stock,2026-06-22 22:02:03
旅游综合行业,83,3,90901,0,1.96,1.60,20260622,0.71,1.10,-3.34,142.27,122.11,1.10,0.03,102.39,0.00,-0.56,-1.11,-1.10,-4.84,-8.29,-9.23,-21.68,-17.68,-28.63,-8.77,-21.68,-1256.56,-79.73,84842.00,125022.00,311226.00,275775.00,10901,23776,0.00,0.00,-0.56,240200.00,0.00,31.24,1745.00,5906.15,22242.70,0.00,0.00,0,1,0,0,-5,2,1.80,2.93,1.72,6.18,0.00,0.41,-2.60,-0.99,-0.99,0.00,0.42,0,0,0,0,0,342477.72,24.02,-139137.61,0.00,1461607.22,2221643.57,310000.00,16478,0,0,0,0,20201126,20160106,20260430,20251111,20250407,20251111,0,000069.SZ,stock,2026-06-22 22:02:03
线缆板块,80,3,81212,0,22.80,18.66,20260622,4.65,0.34,0.00,197.99,195.33,0.28,0.05,444.37,1.90,9.99,0.34,6.00,33.34,14.46,23.38,8.21,67.65,94.21,26.18,213.18,-60607.22,53921.98,76368.00,0.00,476623.00,8699.00,31311,61024,14819.32,0.16,6.17,32361700.00,400.00,2521.92,12148.00,223268.28,583248.18,0.00,0.00,0,5,2,1,5,27,20.50,22.80,6.97,7.90,0.00,1.38,-519.13,-36.32,-36.73,0.00,20.52,0,0,0,0,0,52110.20,3236.17,-1142.36,5818.85,83282.49,8506.82,0.00,3611,0,0,0,0,20220310,20151218,20260427,20260615,20260213,20260416,0,000070.SZ,stock,2026-06-22 22:02:04
采购产品,1,2,90901,0,1.54,1.40,20260622,2.80,0.92,-3.96,38.15,38.07,1.12,0.12,137.04,0.69,-1.36,-5.16,-2.52,-8.23,-18.08,-11.05,-46.88,-49.82,-58.09,-13.69,-40.82,1035.32,-543.82,49308.00,133298.00,319512.00,692723.00,12603,26148,0.00,0.00,-1.36,1653000.00,0.00,231.77,15349.00,12720.77,34977.90,0.00,0.00,0,1,0,0,-4,19,1.53,5.70,1.40,5.36,0.00,-0.11,65.81,-6.87,-6.76,0.00,3.07,0,0,0,0,0,140877.07,165.30,3283.66,993.61,348451.81,26932.00,0.00,6734,0,0,0,0,20190625,20160623,20260430,20260611,20260610,20260601,0,000078.SZ,stock,2026-06-22 22:02:04
"高速公路收费,港口货物装卸运输",92,4,130101,0,4.73,3.87,20260622,0.61,0.91,-6.78,223.06,135.69,1.54,0.04,100.56,0.00,-0.23,-0.69,-0.69,-1.15,-2.28,-4.24,-6.54,-2.06,-3.59,-4.02,-3.38,-59.37,-53.17,32323.00,43583.00,130912.00,161465.00,19739,36208,0.00,0.00,0.00,776200.00,0.00,43.70,1007.00,6533.49,19812.23,0.00,0.00,0,1,0,0,-4,0,4.34,4.74,4.17,5.31,0.00,0.32,16.38,15.45,15.16,4.53,1.21,0,0,0,0,0,164508.38,77.62,34040.46,57.09,117927.45,222.00,0.00,868,0,0,0,0,20250523,20241118,20260423,20250519,20201014,20201014,0,000088.SZ,stock,2026-06-22 22:02:04
航空及相关服务,98,4,40907,0,6.81,5.57,20260622,0.64,1.17,-13.16,127.97,127.97,1.17,0.04,71.64,0.00,0.81,-3.13,-0.78,-4.29,-5.17,-6.86,-10.60,-4.88,-10.72,-8.23,-8.77,-1245.45,375.93,16734.00,17009.00,64871.00,46525.00,11620,21867,0.00,0.00,-0.16,781200.00,0.00,40.20,632.00,9234.08,23309.59,0.00,0.00,0,1,0,0,1,0,6.36,7.51,6.08,6.38,0.00,0.22,12.39,24.17,20.46,2.58,1.08,0,0,0,0,0,88243.78,78.12,13953.58,0.00,378831.69,5257.41,0.00,5698,0,0,0,0,20120106,20080222,20260424,20200803,20200203,20200803,0,000089.SZ,stock,2026-06-22 22:02:04
房地产销售,90,3,70101,0,3.73,3.05,20260622,1.64,0.96,-16.78,62.22,62.22,0.92,0.05,98.00,0.00,-1.77,-1.74,-2.82,-7.75,-5.13,0.61,-5.93,-4.85,-10.00,-13.51,-2.05,-1438.34,-14.84,27270.00,28083.00,146842.00,194441.00,16608,33767,0.00,0.00,0.00,717699.94,0.00,33.23,966.00,6695.23,24918.17,0.00,0.00,0,1,0,0,-4,4,3.47,4.88,3.18,8.00,0.00,0.45,-66.72,28.35,39.64,1.06,0.55,0,0,0,0,0,112896.72,71.77,-3826.77,7039.63,933970.84,395210.21,319728.31,7711,0,0,0,0,20181214,20151214,20260429,20260529,20250407,20260529,0,000090.SZ,stock,2026-06-22 22:02:04
成品油业务,93,0,90101,0,8.21,6.71,20260622,1.41,1.27,-22.97,39.39,38.11,0.96,0.06,29.39,0.41,0.00,-1.19,-2.96,-5.69,-7.90,-13.56,-21.64,-27.29,-27.36,-9.14,-47.09,296.62,-490.67,5999.00,7305.00,66540.00,37087.00,7738,17851,0.00,0.00,-0.94,505500.00,0.00,10.34,137.00,3260.28,13904.79,0.00,0.00,0,1,0,0,0,2,7.63,14.32,7.22,6.00,0.00,0.04,80.53,34.31,35.01,1.01,1.43,0,0,0,0,0,23472.96,50.55,1138.76,0.00,47565.00,16971.97,0.00,347,0,0,0,0,20091216,0,20260429,20260303,20250529,20260303,0,000096.SZ,stock,2026-06-22 22:02:04
通用航空运输服务深圳,90,5,90913,0,17.46,14.28,20260622,2.06,0.69,34.01,122.11,122.11,1.29,0.09,304.57,0.06,-0.82,-4.17,-1.31,-9.60,3.55,-5.00,-13.14,-7.90,-23.78,0.90,-24.80,239.13,-223.84,11503.00,14109.00,68853.00,63354.00,24772,48783,0.00,0.00,-1.01,1087100.00,0.00,106.80,652.00,29369.94,81286.46,0.00,0.00,0,1,0,0,-5,1,16.42,25.84,14.81,10.20,0.00,0.52,32.78,39.89,39.64,1.01,2.19,0,0,0,0,0,47609.57,108.71,9341.30,131.08,234705.18,5412.52,0.00,1094,0,0,0,0,20240909,20210909,20260428,20260612,20250407,20250214,0,000099.SZ,stock,2026-06-22 22:02:04
半导体显示器件,85,12,80314,0,5.50,4.50,20260622,7.82,1.05,24.77,1037.96,954.69,0.96,0.16,5135.26,0.99,-0.20,-2.34,10.11,9.67,3.96,16.32,20.83,21.41,12.14,19.09,17.96,-26697.22,-18540.57,623751.00,1228036.00,4408499.00,4348348.00,560643,840778,0.00,0.00,2.00,76608000.00,500.00,24277.19,465973.00,916594.79,2734663.68,0.00,10354.43,0,3,1,0,-2,1,4.88,5.24,3.95,4.26,0.00,0.94,16.67,23.03,20.55,1.80,1.66,0,0,0,0,0,1854019.17,7660.80,115484.79,221781.68,2178785.69,150349.17,99763.00,71419,0,20260603,0,0,20260224,20250822,20260430,20260617,20250407,20260617,0,000100.SZ,stock,2026-06-22 22:02:04
成套设备出口和工程承包,85,3,120211,0,14.56,11.92,20260622,5.57,0.75,51.41,44.85,39.35,1.51,0.26,290.62,-0.07,-3.47,-5.02,-3.26,-8.32,-8.13,10.45,5.79,15.66,7.58,-3.99,6.06,-3951.79,-1213.13,6830.00,10539.00,115032.00,65725.00,27841,51851,0.00,0.00,-0.08,2185600.00,0.00,283.08,2038.00,21439.86,75051.05,0.00,0.00,0,1,0,0,-4,2,13.82,15.33,10.50,7.78,0.00,0.88,66.83,12.92,11.73,0.00,5.12,0,0,0,0,0,20311.86,218.56,363.49,398.46,99265.67,24548.21,0.00,469,0,0,0,0,20240611,20260324,20260424,20260612,20250407,20260529,20250516,000151.SZ,stock,2026-06-22 22:02:04
"化学合成药及制剂,药品批发",92,1,10401,0,5.81,4.75,20260622,1.44,1.14,-46.27,24.49,24.18,0.99,0.04,25.35,1.92,-0.19,0.38,-2.01,-2.94,-4.18,-10.68,-17.01,-8.66,-14.58,-5.56,-11.58,345.49,-459.08,4706.00,11361.00,51432.00,27976.00,7469,15511,0.00,0.00,0.38,190300.00,0.00,16.17,308.00,2545.78,8912.66,0.00,0.00,0,1,0,0,-1,2,5.32,7.98,5.05,18.80,0.00,0.20,16.54,24.68,24.93,1.89,1.12,0,0,0,0,0,33513.28,19.03,3116.07,642.05,47052.04,8990.02,0.00,4278,0,0,0,0,20251103,20130320,20260429,20250728,20250407,20230105,0,000153.SZ,stock,2026-06-22 22:02:04
"风力及光伏发电收入,锂电业务收入",98,2,10808,0,14.16,11.58,20260622,2.27,1.21,-19.78,242.40,242.40,0.93,0.07,444.84,-0.55,2.02,-3.52,-0.89,-1.72,-1.80,-8.18,-21.28,-2.31,12.70,-7.86,37.20,7372.71,-2915.54,19815.00,26087.00,219694.00,176670.00,56261,110936,0.00,0.00,-3.26,4442200.00,0.00,126.55,958.00,45832.05,139022.17,0.00,0.00,0,1,0,0,1,3,13.25,19.34,9.39,6.18,0.00,0.60,22.71,47.28,44.62,1.32,2.26,0,0,0,0,0,111765.29,444.22,28664.41,553.41,621004.65,737.74,0.00,2139,0,0,0,0,20250429,20240628,20260430,20260402,20260521,20260430,0,000155.SZ,stock,2026-06-22 22:02:04
"宽带及数据通信业务收入,集团客户集成项目收入",90,4,40401,0,7.47,6.11,20260622,0.68,1.00,67.50,126.56,116.10,1.07,0.03,100.95,0.00,0.59,1.19,-0.30,5.40,1.94,-5.41,-10.13,-2.98,-9.77,-1.72,-10.13,996.63,-703.59,15738.00,11917.00,59600.00,37615.00,13145,29937,0.00,0.00,-0.59,217400.00,0.00,5.53,82.00,6487.46,22789.78,0.00,0.00,0,1,0,0,2,1,6.71,10.01,6.27,8.98,0.00,0.75,28.09,26.97,28.05,2.36,0.83,0,0,0,0,0,89286.34,21.74,9953.47,12181.37,651349.45,318084.22,0.00,11086,0,0,0,0,20241017,20201231,20260427,20260210,20250407,20250213,0,000156.SZ,stock,2026-06-22 22:02:04
起重机械,79,9,110910,0,8.34,6.82,20260622,1.46,1.44,15.59,549.23,547.19,0.50,0.02,341.26,0.00,2.11,-0.66,0.66,5.31,2.93,6.03,-0.51,-4.57,-8.18,7.35,16.39,4036.38,4052.19,51904.00,140548.00,514542.00,370887.00,80843,129090,0.00,0.00,-0.92,2563200.00,0.00,70.88,929.00,48753.06,173252.75,0.00,0.00,0,1,0,0,1,0,7.63,10.16,6.51,12.74,0.00,0.58,18.93,13.49,15.13,5.28,1.15,0,0,0,0,0,513113.09,256.32,60179.97,74846.07,1771166.11,183535.37,11130.24,35344,0,20220721,0,0,20210810,20210210,20260429,20210901,20250407,20210901,0,000157.SZ,stock,2026-06-22 22:02:04
系统集成及行业解决方案服务,77,1,10913,0,15.97,13.07,20260622,2.61,1.06,7.15,235.64,234.06,1.34,0.11,621.59,0.42,1.52,0.07,-3.27,-4.47,1.52,-4.41,-17.65,-12.73,-27.60,-3.66,-32.70,2138.92,1391.62,24555.00,66673.00,196201.00,192087.00,60533,146059,0.00,0.00,-0.76,1626900.00,0.00,222.97,1542.00,37951.31,146641.77,0.00,0.00,0,1,0,0,2,3,14.82,28.34,13.71,6.18,0.00,1.03,-57.99,694.00,733.95,0.19,4.44,0,0,0,0,0,104210.59,162.69,-10701.67,7115.02,146835.74,90550.55,0.00,2015,0,0,0,0,20180730,20150727,20260430,20260609,20250407,20251016,0,000158.SZ,stock,2026-06-22 22:02:04
"热镀锌,油品及化工产品等批发业",95,1,40108,0,6.33,5.18,20260622,4.03,1.10,8.91,28.07,28.07,0.58,0.06,21.20,0.00,1.57,-0.17,-1.71,-1.68,-16.57,-17.63,-10.98,-6.11,1.04,-9.74,-0.68,405.80,-381.38,19296.00,17895.00,149807.00,95166.00,11471,23897,0.00,0.00,-0.17,167600.00,0.00,44.26,771.00,8533.13,28815.01,0.00,0.00,0,1,0,0,1,4,5.80,8.26,5.35,5.88,0.00,0.18,96.22,72.70,75.32,0.35,1.36,0,0,0,0,0,37095.96,16.76,835.77,700.08,47456.83,4094.10,0.00,500,0,0,0,0,20090720,20080311,20260429,20260514,20250624,20241219,0,000159.SZ,stock,2026-06-22 22:02:04
机构服务及交易,100,8,110904,0,4.85,3.97,20260622,0.84,1.51,-30.82,1043.41,1043.39,1.16,0.05,917.20,0.00,4.99,-3.50,-0.65,2.21,6.93,4.75,-2.32,-0.86,-12.15,4.99,-2.53,11469.74,11901.36,114631.00,157684.00,1459048.00,904950.00,81460,154923,0.00,0.00,-0.23,1064800.00,0.00,117.51,2577.00,48698.09,184363.83,0.00,0.00,0,1,0,0,1,0,4.56,5.75,4.23,4.86,0.00,0.38,12.30,11.61,11.17,2.49,1.01,0,0,0,0,0,928437.86,106.48,232527.69,0.00,17628553.22,1292.15,0.00,11423,0,0,0,0,20200731,20180130,20260430,20241008,20200203,20210907,0,000166.SZ,stock,2026-06-22 22:02:04
"炼油产品,其他石化及化工新材料",83,8,40110,0,12.75,10.43,20260622,0.41,1.03,-8.95,802.60,802.23,1.04,0.03,314.18,0.00,4.75,-5.54,-1.45,2.19,2.45,-2.02,-5.53,18.79,11.48,0.74,47.87,3525.22,-928.66,6906.00,11590.00,162962.00,118908.00,46766,86161,0.00,0.00,-0.43,1208200.00,0.00,227.48,1880.00,32531.57,85974.08,0.00,0.00,0,1,0,0,1,1,12.24,14.70,8.04,4.18,0.00,0.48,14.01,572.91,62.55,0.00,2.31,0,0,0,0,0,210892.19,120.82,131643.69,25231.36,1630038.22,273412.02,90671.53,27878,0,0,0,0,20250127,20220720,20260429,20260303,20241009,20230106,0,000301.SZ,stock,2026-06-22 22:02:04
智能家居业务,95,17,100612,0,85.80,70.20,20260622,0.45,0.78,84.73,5444.84,5366.28,1.28,0.02,2422.25,-0.21,0.36,-1.54,0.33,-5.94,-4.18,-2.49,-2.64,6.69,0.17,-3.18,9.33,-4000.96,13509.27,14922.00,18599.00,96285.00,91804.00,96095,169980,0.00,0.00,-0.86,23936000.00,400.00,1931.63,2438.00,285085.75,789740.90,0.00,0.00,0,1,0,0,1,0,79.08,85.90,69.38,44.56,0.00,-0.20,11.74,13.50,13.42,5.46,2.56,0,0,0,0,0,468290.20,2393.60,1096172.24,416572.49,9409209.14,4119918.59,0.00,198570,0,20260331,0,0,20250728,20190621,20260430,20160712,20181029,20210218,0,000333.SZ,stock,2026-06-22 22:02:04
"智慧物流,动力总成、整车整机及关键零部件",95,12,101208,0,33.10,27.08,20260622,2.31,0.92,69.81,2102.41,1549.87,0.86,0.04,2360.52,-1.48,3.99,2.77,4.16,11.75,0.55,-8.00,-5.35,38.82,81.92,-11.46,111.42,6760.40,6983.10,23870.00,56288.00,423510.00,372191.00,192196,318218,0.00,0.00,3.12,34015100.00,1200.00,2807.02,9464.00,404333.16,1071968.46,0.00,0.00,0,1,0,0,3,2,29.63,36.34,13.29,20.47,0.00,1.21,21.96,23.85,23.05,2.43,2.86,0,0,0,0,0,487658.85,3401.51,298791.12,201048.06,6958279.88,1218741.35,0.00,101440,0,20250430,20231025,0,20251226,20210601,20260430,20260506,20200203,20260506,0,000338.SZ,stock,2026-06-22 22:02:04
智能变配电系统,70,7,70101,0,25.17,20.59,20260622,2.80,1.44,-53.09,238.97,237.35,0.84,0.08,500.12,-0.03,2.53,-0.69,-0.09,5.67,1.16,-9.49,-11.17,-16.72,-8.75,-11.87,12.62,3633.32,-600.11,15424.00,29842.00,116865.00,104452.00,40830,85377,0.00,0.00,0.00,1446000.00,0.00,245.48,1065.00,50563.61,150667.90,0.00,0.00,0,1,0,0,1,2,23.07,34.65,19.81,9.24,0.00,0.84,53.80,19.97,21.77,2.01,1.95,0,0,0,0,0,62541.48,144.60,10736.34,10924.32,726590.57,257884.01,0.00,5987,0,0,0,0,20250822,20140319,20260411,20260119,20211011,20260413,0,000400.SZ,stock,2026-06-22 22:02:04
水泥,85,1,90113,0,4.03,3.29,20260622,0.51,1.93,26.89,97.29,96.31,0.98,0.03,26.90,0.00,0.00,-2.14,-1.84,-4.94,-7.34,-5.67,-12.23,-25.31,-15.08,-8.27,-11.59,1078.00,-835.72,16982.00,13667.00,74359.00,221820.00,5712,14282,0.00,0.00,0.00,100700.00,0.00,3.44,92.00,2565.04,9907.90,0.00,0.00,0,1,0,0,0,1,3.74,5.59,3.52,5.38,0.00,0.30,-2.45,44.49,99.92,2.73,0.37,0,0,0,0,0,95019.85,10.07,-105382.81,2433.60,625468.06,74764.15,29158.86,21148,0,0,20250515,0,20250616,20220114,20260430,20250721,20200203,20200720,0,000401.SZ,stock,2026-06-22 22:02:04
房产开发,75,3,11013,0,2.94,2.40,20260622,1.60,1.09,-34.05,80.70,80.69,1.51,0.10,129.82,-0.37,1.12,-1.48,-0.73,-2.17,-7.85,-7.85,-17.43,9.31,-1.82,-12.62,-3.57,874.24,1323.74,50622.00,83723.00,363909.00,190161.00,21669,39788,0.00,0.00,-0.75,207200.00,0.00,50.46,1876.00,9153.73,31697.24,0.00,0.00,0,1,0,0,1,5,2.72,3.49,2.45,3.68,0.00,0.87,5.85,-1.48,-1.71,0.00,0.41,0,0,0,0,0,144124.44,20.72,31614.85,0.00,680624.33,221777.08,0.00,1471,0,0,0,0,20100129,20070125,20260429,20260506,20250407,20260506,0,000402.SZ,stock,2026-06-22 22:02:04
血液制品,87,1,71313,0,11.89,9.73,20260622,3.50,2.18,0.00,92.47,91.53,0.60,0.07,105.38,-0.82,-9.99,-5.01,-3.07,-18.10,-23.56,-15.46,-16.91,-24.87,-28.93,-24.57,-46.95,1270.81,-3841.00,0.00,24001.00,55074.00,161759.00,22007,36678,-88.54,-0.00,-0.93,872900.00,0.00,1962.39,18513.00,37329.79,82327.74,0.00,0.00,0,1,0,0,-5,1,11.10,19.13,9.73,3.78,0.00,0.31,100.65,24.50,29.09,0.00,1.14,0,0,0,0,0,58185.89,87.29,1297.84,1033.65,43552.88,369.09,0.00,2755,0,20260429,0,0,20250625,20210223,20260429,20260521,20210218,20250407,20250606,000403.SZ,stock,2026-06-22 22:02:04
全封闭活塞压缩机,93,6,10812,0,8.31,6.80,20260622,1.94,0.70,-4.04,52.90,52.65,0.76,0.04,81.93,0.13,0.66,-1.05,-1.85,0.79,-3.68,-19.15,-6.51,23.57,18.02,-5.01,21.21,-766.65,161.52,5997.00,13797.00,62490.00,56074.00,14906,27525,0.00,0.00,0.26,173400.00,0.00,64.17,841.00,9072.69,32212.60,0.00,0.00,0,1,0,0,1,1,7.66,9.68,6.10,4.08,0.00,0.37,11.46,10.62,10.31,4.24,1.20,0,0,0,0,0,47973.33,17.34,12159.53,11438.45,548100.61,4436.83,0.00,7434,0,20250509,0,0,20160302,20130227,20260418,20260420,20250407,20220718,0,000404.SZ,stock,2026-06-22 22:02:04
